<a_128><b_64><c_73>	Salmonella gastroenteritis	ICD9CM:0030
<a_235><b_163><c_33>	Extreme immaturity, 500-749 grams	ICD9CM:76502
<a_235><b_171><c_179>	Extreme immaturity, 750-999 grams	ICD9CM:76503
<a_235><b_149><c_214>	Other preterm infants, 500-749 grams	ICD9CM:76512
<a_235><b_149><c_179>	Other preterm infants, 750-999 grams	ICD9CM:76513
<a_235><b_193><c_219>	Other preterm infants, 1,000-1,249 grams	ICD9CM:76514
<a_235><b_193><c_220>	Other preterm infants, 1,250-1,499 grams	ICD9CM:76515
<a_235><b_193><c_173>	Other preterm infants, 1,500-1,749 grams	ICD9CM:76516
<a_235><b_193><c_72>	Other preterm infants, 1,750-1,999 grams	ICD9CM:76517
<a_235><b_193><c_237>	Other preterm infants, 2,000-2,499 grams	ICD9CM:76518
<a_235><b_201><c_40>	Other preterm infants, 2,500 grams and over	ICD9CM:76519
<a_249><b_64><c_193>	24 completed weeks of gestation	ICD9CM:76522
<a_235><b_5><c_119>	25-26 completed weeks of gestation	ICD9CM:76523
<a_235><b_5><c_204>	27-28 completed weeks of gestation	ICD9CM:76524
<a_235><b_5><c_82>	29-30 completed weeks of gestation	ICD9CM:76525
<a_249><b_64><c_229>	31-32 completed weeks of gestation	ICD9CM:76526
<a_235><b_248><c_158>	33-34 completed weeks of gestation	ICD9CM:76527
<a_235><b_5><c_29>	35-36 completed weeks of gestation	ICD9CM:76528
<a_235><b_207><c_173>	Other "heavy-for-dates" infants	ICD9CM:7661
<a_217><b_184><c_190>	Respiratory distress syndrome in newborn	ICD9CM:769
<a_70><b_85><c_51>	Interstitial emphysema and related conditions	ICD9CM:7702
<a_40><b_16><c_223>	Pulmonary hemorrhage	ICD9CM:7703
<a_217><b_134><c_117>	Primary atelectasis	ICD9CM:7704
<a_81><b_206><c_40>	Other and unspecified atelectasis	ICD9CM:7705
<a_217><b_186><c_174>	Transitory tachypnea of newborn	ICD9CM:7706
<a_70><b_85><c_3>	Chronic respiratory disease arising in the perinatal period	ICD9CM:7707
<a_217><b_87><c_89>	Primary apnea of newborn	ICD9CM:77081
<a_8><b_134><c_113>	Other apnea of newborn	ICD9CM:77082
<a_8><b_115><c_113>	Other respiratory problems after birth	ICD9CM:77089
<a_36><b_83><c_155>	Neonatal conjunctivitis and dacryocystitis	ICD9CM:7716
<a_73><b_0><c_40>	Neonatal Candida infection	ICD9CM:7717
<a_149><b_121><c_139>	Septicemia [sepsis] of newborn	ICD9CM:77181
<a_228><b_78><c_43>	Urinary tract infection of newborn	ICD9CM:77182
<a_149><b_64><c_21>	Bacteremia of newborn	ICD9CM:77183
<a_211><b_54><c_40>	Fetal blood loss	ICD9CM:7720
<a_92><b_116><c_14>	Intraventricular hemorrhage unspecified grade	ICD9CM:77210
<a_92><b_116><c_250>	Intraventricular hemorrhage, grade I	ICD9CM:77211
<a_92><b_116><c_155>	Intraventricular hemorrhage, grade II	ICD9CM:77212
<a_102><b_8><c_223>	Intraventricular hemorrhage, grade III	ICD9CM:77213
<a_102><b_103><c_223>	Intraventricular hemorrhage, grade IV	ICD9CM:77214
<a_143><b_77><c_39>	Gastrointestinal hemorrhage of fetus or newborn	ICD9CM:7724
<a_211><b_71><c_48>	Cutaneous hemorrhage of fetus or newborn	ICD9CM:7726
<a_86><b_50><c_80>	Hemolytic disease of fetus or newborn due to other and unspecified isoimmunization	ICD9CM:7732
<a_211><b_121><c_40>	Neonatal jaundice associated with preterm delivery	ICD9CM:7742
<a_218><b_72><c_145>	Unspecified fetal and neonatal jaundice	ICD9CM:7746
<a_56><b_211><c_40>	Other transitory neonatal electrolyte disturbances	ICD9CM:7755
<a_225><b_81><c_67>	Neonatal hypoglycemia	ICD9CM:7756
<a_31><b_110><c_40>	Late metabolic acidosis of newborn	ICD9CM:7757
<a_56><b_58><c_61>	Other neonatal endocrine and metabolic disturbances	ICD9CM:77589
<a_79><b_218><c_139>	Transient neonatal thrombocytopenia	ICD9CM:7761
<a_79><b_179><c_204>	Disseminated intravascular coagulation in newborn	ICD9CM:7762
<a_79><b_76><c_11>	Anemia of prematurity	ICD9CM:7766
<a_140><b_141><c_4>	Meconium obstruction in fetus or newborn	ICD9CM:7771
<a_128><b_65><c_139>	Necrotizing enterocolitis in newborn	ICD9CM:7775
<a_78><b_167><c_128>	Perinatal intestinal perforation	ICD9CM:7776
<a_212><b_110><c_40>	Other specified perinatal disorders of digestive system	ICD9CM:7778
<a_211><b_91><c_48>	Hydrops fetalis not due to isoimmunization	ICD9CM:7780
<a_8><b_186><c_14>	Other disturbances of temperature regulation of newborn	ICD9CM:7784
<a_19><b_244><c_41>	Congenital hydrocele	ICD9CM:7786
<a_46><b_84><c_40>	Disorder of stomach function and feeding problems in newborn	ICD9CM:7793
<a_209><b_38><c_203>	Drug withdrawal syndrome in newborn	ICD9CM:7795
<a_238><b_115><c_39>	Neonatal bradycardia	ICD9CM:77981
<a_8><b_9><c_67>	Other specified conditions originating in the perinatal period	ICD9CM:77989
<a_191><b_225><c_200>	Coma	ICD9CM:78001
<a_133><b_19><c_121>	Persistent vegetative state	ICD9CM:78003
<a_84><b_3><c_87>	Other alteration of consciousness	ICD9CM:78009
<a_148><b_255><c_248>	Hallucinations	ICD9CM:7801
<a_217><b_42><c_179>	Syncope and collapse	ICD9CM:7802
<a_133><b_240><c_40>	Post traumatic seizures	ICD9CM:78033
<a_195><b_121><c_184>	Other convulsions	ICD9CM:78039
<a_55><b_121><c_233>	Dizziness and giddiness	ICD9CM:7804
<a_88><b_255><c_39>	Sleep disturbance, unspecified	ICD9CM:78050
<a_68><b_93><c_72>	Insomnia with sleep apnea, unspecified	ICD9CM:78051
<a_218><b_93><c_57>	Insomnia, unspecified	ICD9CM:78052
<a_203><b_212><c_23>	Hypersomnia with sleep apnea, unspecified	ICD9CM:78053
<a_218><b_197><c_153>	Unspecified sleep apnea	ICD9CM:78057
<a_84><b_102><c_243>	Other sleep disturbances	ICD9CM:78059
<a_72><b_23><c_179>	Fever and other physiologic disturbances of temperature regulation	ICD9CM:7806
<a_1><b_227><c_214>	Fever, unspecified	ICD9CM:78060
<a_233><b_135><c_13>	Fever presenting with conditions classified elsewhere	ICD9CM:78061
<a_224><b_220><c_179>	Postprocedural fever	ICD9CM:78062
<a_72><b_64><c_37>	Chills (without fever)	ICD9CM:78064
<a_70><b_205><c_92>	Hypothermia not associated with low environmental temperature	ICD9CM:78065
<a_254><b_110><c_139>	Febrile nonhemolytic transfusion reaction	ICD9CM:78066
<a_41><b_10><c_79>	Chronic fatigue syndrome	ICD9CM:78071
<a_56><b_110><c_39>	Other malaise and fatigue	ICD9CM:78079
<a_181><b_76><c_201>	Generalized hyperhidrosis	ICD9CM:7808
<a_133><b_37><c_67>	Memory loss	ICD9CM:78093
<a_72><b_75><c_160>	Early satiety	ICD9CM:78094
<a_71><b_221><c_179>	Generalized pain	ICD9CM:78096
<a_133><b_64><c_23>	Altered mental status	ICD9CM:78097
<a_8><b_98><c_158>	Other general symptoms	ICD9CM:78099
<a_222><b_166><c_129>	Abnormal involuntary movements	ICD9CM:7810
<a_55><b_85><c_49>	Disturbances of sensation of smell and taste	ICD9CM:7811
<a_27><b_28><c_5>	Abnormality of gait	ICD9CM:7812
<a_55><b_64><c_137>	Lack of coordination	ICD9CM:7813
<a_133><b_64><c_29>	Meningismus	ICD9CM:7816
<a_210><b_171><c_40>	Neurologic neglect syndrome	ICD9CM:7818
<a_27><b_240><c_121>	Facial weakness	ICD9CM:78194
<a_195><b_98><c_150>	Other symptoms involving nervous and musculoskeletal systems	ICD9CM:78199
<a_205><b_16><c_89>	Disturbance of skin sensation	ICD9CM:7820
<a_30><b_12><c_22>	Rash and other nonspecific skin eruption	ICD9CM:7821
<a_161><b_47><c_40>	Edema	ICD9CM:7823
<a_240><b_11><c_129>	Jaundice, unspecified, not of newborn	ICD9CM:7824
<a_217><b_226><c_40>	Cyanosis	ICD9CM:7825
<a_72><b_176><c_214>	Pallor	ICD9CM:78261
<a_79><b_186><c_89>	Spontaneous ecchymoses	ICD9CM:7827
<a_255><b_8><c_129>	Changes in skin texture	ICD9CM:7828
<a_148><b_59><c_67>	Anorexia	ICD9CM:7830
<a_72><b_85><c_49>	Abnormal weight gain	ICD9CM:7831
<a_72><b_218><c_40>	Loss of weight	ICD9CM:78321
<a_72><b_64><c_0>	Feeding difficulties and mismanagement	ICD9CM:7833
<a_68><b_206><c_40>	Lack of normal physiological development, unspecified	ICD9CM:78340
<a_225><b_179><c_40>	Failure to thrive	ICD9CM:78341
<a_225><b_84><c_40>	Polydipsia	ICD9CM:7835
<a_135><b_76><c_179>	Polyphagia	ICD9CM:7836
<a_72><b_23><c_5>	Adult failure to thrive	ICD9CM:7837
<a_55><b_62><c_40>	Headache	ICD9CM:7840
<a_76><b_147><c_209>	Swelling, mass, or lump in head and neck	ICD9CM:7842
<a_133><b_85><c_103>	Aphasia	ICD9CM:7843
<a_72><b_164><c_214>	Aphonia	ICD9CM:78441
<a_55><b_176><c_200>	Dysphonia	ICD9CM:78442
<a_195><b_16><c_117>	Other voice and resonance disorders	ICD9CM:78449
<a_195><b_156><c_0>	Other speech disturbance	ICD9CM:7845
<a_222><b_156><c_40>	Dysarthria	ICD9CM:78451
<a_195><b_156><c_0>	Other speech disturbance	ICD9CM:78459
<a_84><b_3><c_89>	Other symbolic dysfunction	ICD9CM:78469
<a_32><b_131><c_67>	Epistaxis	ICD9CM:7847
<a_39><b_54><c_65>	Jaw pain	ICD9CM:78492
<a_195><b_186><c_201>	Other symptoms involving head and neck	ICD9CM:78499
<a_68><b_227><c_13>	Tachycardia, unspecified	ICD9CM:7850
<a_218><b_3><c_3>	Undiagnosed cardiac murmurs	ICD9CM:7852
<a_182><b_32><c_221>	Gangrene	ICD9CM:7854
<a_218><b_100><c_23>	Shock, unspecified	ICD9CM:78550
<a_61><b_219><c_71>	Cardiogenic shock	ICD9CM:78551
<a_40><b_100><c_39>	Septic shock	ICD9CM:78552
<a_50><b_121><c_100>	Other shock without mention of trauma	ICD9CM:78559
<a_76><b_173><c_111>	Enlargement of lymph nodes	ICD9CM:7856
<a_50><b_192><c_88>	Other symptoms involving cardiovascular system	ICD9CM:7859
<a_217><b_54><c_37>	Hyperventilation	ICD9CM:78601
<a_238><b_199><c_4>	Orthopnea	ICD9CM:78602
<a_217><b_21><c_139>	Apnea	ICD9CM:78603
<a_238><b_64><c_144>	Cheyne-Stokes respiration	ICD9CM:78604
<a_217><b_71><c_88>	Shortness of breath	ICD9CM:78605
<a_217><b_19><c_139>	Tachypnea	ICD9CM:78606
<a_217><b_23><c_40>	Wheezing	ICD9CM:78607
<a_8><b_61><c_117>	Other respiratory abnormalities	ICD9CM:78609
<a_217><b_166><c_190>	Stridor	ICD9CM:7861
<a_72><b_0><c_93>	Cough	ICD9CM:7862
<a_217><b_122><c_89>	Hemoptysis	ICD9CM:7863
<a_240><b_117><c_40>	Hemoptysis, unspecified	ICD9CM:78630
<a_81><b_14><c_166>	Other hemoptysis	ICD9CM:78639
<a_217><b_37><c_123>	Abnormal sputum	ICD9CM:7864
<a_218><b_15><c_27>	Chest pain, unspecified	ICD9CM:78650
<a_217><b_199><c_117>	Precordial pain	ICD9CM:78651
<a_217><b_71><c_29>	Painful respiration	ICD9CM:78652
<a_250><b_237><c_91>	Other chest pain	ICD9CM:78659
<a_76><b_147><c_77>	Swelling, mass, or lump in chest	ICD9CM:7866
<a_72><b_230><c_13>	Hiccough	ICD9CM:7868
<a_8><b_114><c_91>	Other symptoms involving respiratory system and chest	ICD9CM:7869
<a_55><b_176><c_40>	Nausea with vomiting	ICD9CM:78701
<a_55><b_16><c_14>	Nausea alone	ICD9CM:78702
<a_55><b_134><c_40>	Vomiting alone	ICD9CM:78703
<a_128><b_77><c_116>	Bilious emesis	ICD9CM:78704
<a_72><b_154><c_0>	Heartburn	ICD9CM:7871
<a_205><b_29><c_223>	Dysphagia	ICD9CM:7872
<a_68><b_139><c_160>	Dysphagia, unspecified	ICD9CM:78720
<a_205><b_156><c_116>	Dysphagia, oral phase	ICD9CM:78721
<a_205><b_71><c_52>	Dysphagia, oropharyngeal phase	ICD9CM:78722
<a_205><b_25><c_52>	Dysphagia, pharyngeal phase	ICD9CM:78723
<a_237><b_121><c_127>	Other dysphagia	ICD9CM:78729
<a_65><b_41><c_40>	Flatulence, eructation, and gas pain	ICD9CM:7873
<a_212><b_252><c_14>	Visible peristalsis	ICD9CM:7874
<a_140><b_141><c_125>	Incontinence of feces	ICD9CM:7876
<a_140><b_141><c_29>	Full incontinence of feces	ICD9CM:78760
<a_125><b_248><c_48>	Diarrhea	ICD9CM:78791
<a_8><b_123><c_125>	Other symptoms involving digestive system	ICD9CM:78799
<a_110><b_215><c_200>	Dysuria	ICD9CM:7881
<a_110><b_224><c_39>	Retention of urine, unspecified	ICD9CM:78820
<a_110><b_36><c_45>	Incomplete bladder emptying	ICD9CM:78821
<a_111><b_139><c_142>	Other specified retention of urine	ICD9CM:78829
<a_154><b_32><c_178>	Urinary incontinence, unspecified	ICD9CM:78830
<a_110><b_32><c_220>	Urge incontinence	ICD9CM:78831
<a_111><b_101><c_185>	Incontinence without sensory awareness	ICD9CM:78834
<a_32><b_103><c_217>	Continuous leakage	ICD9CM:78837
<a_13><b_32><c_226>	Overflow incontinence	ICD9CM:78838
<a_111><b_151><c_143>	Other urinary incontinence	ICD9CM:78839
<a_110><b_198><c_184>	Urinary frequency	ICD9CM:78841
<a_110><b_167><c_105>	Polyuria	ICD9CM:78842
<a_110><b_38><c_116>	Nocturia	ICD9CM:78843
<a_13><b_34><c_41>	Oliguria and anuria	ICD9CM:7885
<a_110><b_53><c_166>	Urgency of urination	ICD9CM:78863
<a_110><b_53><c_220>	Urinary hesitancy	ICD9CM:78864
<a_13><b_165><c_135>	Extravasation of urine	ICD9CM:7888
<a_110><b_25><c_238>	Functional urinary incontinence	ICD9CM:78891
<a_111><b_58><c_220>	Other symptoms involving urinary system	ICD9CM:78899
<a_58><b_110><c_139>	Abdominal pain, unspecified site	ICD9CM:78900
<a_58><b_202><c_220>	Abdominal pain, right upper quadrant	ICD9CM:78901
<a_58><b_204><c_166>	Abdominal pain, left upper quadrant	ICD9CM:78902
<a_58><b_152><c_44>	Abdominal pain, right lower quadrant	ICD9CM:78903
<a_58><b_204><c_13>	Abdominal pain, left lower quadrant	ICD9CM:78904
<a_58><b_204><c_52>	Abdominal pain, periumbilic	ICD9CM:78905
<a_58><b_75><c_40>	Abdominal pain, epigastric	ICD9CM:78906
<a_58><b_135><c_236>	Abdominal pain, generalized	ICD9CM:78907
<a_58><b_135><c_44>	Abdominal pain, other specified site	ICD9CM:78909
<a_128><b_20><c_244>	Hepatomegaly	ICD9CM:7891
<a_79><b_154><c_105>	Splenomegaly	ICD9CM:7892
<a_58><b_38><c_80>	Abdominal or pelvic swelling, mass, or lump, unspecified site	ICD9CM:78930
<a_58><b_41><c_44>	Abdominal or pelvic swelling, mass, or lump, right lower quadrant	ICD9CM:78933
<a_58><b_38><c_37>	Abdominal or pelvic swelling, mass, or lump, generalized	ICD9CM:78937
<a_58><b_38><c_229>	Abdominal or pelvic swelling, mass, or lump, other specified site	ICD9CM:78939
<a_128><b_0><c_14>	Ascites	ICD9CM:7895
<a_236><b_128><c_187>	Malignant ascites	ICD9CM:78951
<a_146><b_40><c_179>	Other ascites	ICD9CM:78959
<a_58><b_135><c_116>	Abdominal tenderness, unspecified site	ICD9CM:78960
<a_211><b_132><c_179>	Precipitous drop in hematocrit	ICD9CM:79001
<a_56><b_135><c_220>	Other abnormal glucose	ICD9CM:79029
<a_25><b_49><c_149>	Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]	ICD9CM:7904
<a_25><b_22><c_179>	Other nonspecific abnormal serum enzyme levels	ICD9CM:7905
<a_25><b_6><c_125>	Other abnormal blood chemistry	ICD9CM:7906
<a_149><b_75><c_9>	Bacteremia	ICD9CM:7907
<a_1><b_95><c_125>	Viremia, unspecified	ICD9CM:7908
<a_79><b_179><c_61>	Abnormal coagulation profile	ICD9CM:79092
<a_229><b_147><c_34>	Elevated prostate specific antigen [PSA]	ICD9CM:79093
<a_183><b_222><c_179>	Euthyroid sick syndrome	ICD9CM:79094
<a_142><b_6><c_223>	Other nonspecific findings on examination of blood	ICD9CM:79099
<a_228><b_103><c_193>	Proteinuria	ICD9CM:7910
<a_228><b_219><c_124>	Glycosuria	ICD9CM:7915
<a_111><b_141><c_120>	Other nonspecific findings on examination of urine	ICD9CM:7919
<a_125><b_41><c_235>	Nonspecific abnormal findings in stool contents	ICD9CM:7921
<a_56><b_253><c_123>	Nonspecific (abnormal) findings on radiological and other examination of skull and head	ICD9CM:7930
<a_81><b_195><c_184>	Nonspecific abnormal findings on radiological and other examination of lung field	ICD9CM:7931
<a_42><b_195><c_100>	Solitary pulmonary nodule	ICD9CM:79311
<a_81><b_189><c_179>	Other nonspecific abnormal finding of lung field	ICD9CM:79319
<a_81><b_206><c_152>	Nonspecific (abnormal) findings on radiological and other examination of other intrathoracic organs	ICD9CM:7932
<a_125><b_41><c_44>	Nonspecific (abnormal) findings on radiological and other examination of gastrointestinal tract	ICD9CM:7934
<a_229><b_137><c_139>	Nonspecific (abnormal) findings on radiological and other examination of genitourinary organs	ICD9CM:7935
<a_115><b_104><c_77>	Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum	ICD9CM:7936
<a_250><b_205><c_124>	Nonspecific (abnormal) findings on radiological and other examination of musculoskeletal system	ICD9CM:7937
<a_76><b_253><c_6>	Mammographic microcalcification	ICD9CM:79381
<a_189><b_156><c_45>	Other (abnormal) findings on radiological examination of breast	ICD9CM:79389
<a_250><b_74><c_129>	Other nonspecific (abnormal) findings on radiological and other examinations of body structure	ICD9CM:79399
<a_82><b_93><c_23>	Abnormal function study of brain and central nervous system, unspecified	ICD9CM:79400
<a_195><b_237><c_91>	Nonspecific abnormal echoencephalogram	ICD9CM:79401
<a_223><b_37><c_117>	Other nonspecific abnormal results of function study of brain and central nervous system	ICD9CM:79409
<a_195><b_23><c_184>	Nonspecific abnormal auditory function studies	ICD9CM:79415
<a_50><b_199><c_127>	Nonspecific abnormal results of pulmonary function study	ICD9CM:7942
<a_50><b_74><c_89>	Nonspecific abnormal electrocardiogram [ECG] [EKG]	ICD9CM:79431
<a_50><b_122><c_41>	Other nonspecific abnormal results of function study of cardiovascular system	ICD9CM:79439
<a_19><b_205><c_40>	Nonspecific abnormal results of function study of kidney	ICD9CM:7944
<a_50><b_172><c_52>	Nonspecific abnormal results of function study of thyroid	ICD9CM:7945
<a_142><b_58><c_177>	Nonspecific abnormal results of function study of liver	ICD9CM:7948
<a_50><b_85><c_214>	Nonspecific abnormal results of other specified function study	ICD9CM:7949
<a_29><b_28><c_0>	Nonspecific reaction to tuberculin skin test without active tuberculosis	ICD9CM:7955
<a_29><b_28><c_0>	Nonspecific reaction to tuberculin skin test without active tuberculosis	ICD9CM:79551
<a_145><b_121><c_244>	Other and unspecified nonspecific immunological findings	ICD9CM:79579
<a_189><b_23><c_48>	Other abnormal tumor markers	ICD9CM:79589
<a_9><b_34><c_23>	Nonspecific abnormal toxicological findings	ICD9CM:7960
<a_27><b_83><c_48>	Abnormal reflex	ICD9CM:7961
<a_218><b_254><c_145>	Elevated blood pressure reading without diagnosis of hypertension	ICD9CM:7962
<a_218><b_33><c_87>	Nonspecific low blood pressure reading	ICD9CM:7963
<a_250><b_197><c_23>	Other abnormal clinical findings	ICD9CM:7964
<a_50><b_112><c_146>	Other nonspecific abnormal findings	ICD9CM:7969
<a_238><b_80><c_179>	Asphyxia and hypoxemia	ICD9CM:7990
<a_217><b_146><c_105>	Hypoxemia	ICD9CM:79902
<a_238><b_103><c_5>	Respiratory arrest	ICD9CM:7991
<a_232><b_3><c_62>	Signs and symptoms involving emotional state	ICD9CM:7992
<a_148><b_6><c_223>	Impulsiveness	ICD9CM:79923
<a_232><b_79><c_22>	Other signs and symptoms involving emotional state	ICD9CM:79929
<a_68><b_56><c_2>	Debility, unspecified	ICD9CM:7993
<a_225><b_226><c_100>	Cachexia	ICD9CM:7994
<a_84><b_3><c_179>	Other signs and symptoms involving cognition	ICD9CM:79959
<a_250><b_98><c_39>	Other ill-defined conditions	ICD9CM:79989
<a_16><b_89><c_147>	Closed fracture of vault of skull without mention of intracranial injury, with no loss of consciousness	ICD9CM:80001
<a_16><b_73><c_2>	Closed fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness	ICD9CM:80012
<a_16><b_50><c_73>	Closed fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level	ICD9CM:80015
<a_113><b_50><c_223>	Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness	ICD9CM:80020
<a_113><b_254><c_39>	Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness	ICD9CM:80021
<a_113><b_254><c_110>	Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness	ICD9CM:80022
<a_113><b_254><c_65>	Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration	ICD9CM:80026
<a_16><b_254><c_184>	Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness	ICD9CM:80031
<a_16><b_57><c_235>	Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration	ICD9CM:80036
<a_113><b_254><c_169>	Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness	ICD9CM:80071
<a_113><b_254><c_80>	Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level	ICD9CM:80085
<a_16><b_135><c_214>	Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness	ICD9CM:80100
