<a_2><b_222><c_42>	Salmonella gastroenteritis	ICD9CM:0030
<a_222><b_142><c_21>	Thoracic or lumbosacral neuritis or radiculitis, unspecified	ICD9CM:7244
<a_222><b_173><c_180>	Backache, unspecified	ICD9CM:7245
<a_222><b_173><c_170>	Other symptoms referable to back	ICD9CM:7248
<a_222><b_173><c_11>	Other unspecified back disorders	ICD9CM:7249
<a_241><b_130><c_49>	Polymyalgia rheumatica	ICD9CM:725
<a_99><b_176><c_102>	Adhesive capsulitis of shoulder	ICD9CM:7260
<a_99><b_74><c_16>	Disorders of bursae and tendons in shoulder region, unspecified	ICD9CM:72610
<a_99><b_83><c_102>	Calcifying tendinitis of shoulder	ICD9CM:72611
<a_99><b_97><c_36>	Bicipital tenosynovitis	ICD9CM:72612
<a_99><b_74><c_3>	Other specified disorders of bursae and tendons in shoulder region	ICD9CM:72619
<a_99><b_46><c_224>	Other affections of shoulder region, not elsewhere classified	ICD9CM:7262
<a_99><b_188><c_161>	Olecranon bursitis	ICD9CM:72633
<a_245><b_195><c_43>	Enthesopathy of hip region	ICD9CM:7265
<a_143><b_250><c_113>	Enthesopathy of knee, unspecified	ICD9CM:72660
<a_99><b_112><c_150>	Prepatellar bursitis	ICD9CM:72665
<a_143><b_250><c_3>	Other enthesopathy of knee	ICD9CM:72669
<a_99><b_206><c_170>	Achilles bursitis or tendinitis	ICD9CM:72671
<a_143><b_116><c_149>	Calcaneal spur	ICD9CM:72673
<a_227><b_112><c_150>	Exostosis of unspecified site	ICD9CM:72691
<a_99><b_228><c_41>	Synovitis and tenosynovitis, unspecified	ICD9CM:72700
<a_99><b_59><c_210>	Other tenosynovitis of hand and wrist	ICD9CM:72705
<a_99><b_128><c_71>	Tenosynovitis of foot and ankle	ICD9CM:72706
<a_99><b_228><c_16>	Other synovitis and tenosynovitis	ICD9CM:72709
<a_143><b_116><c_174>	Bunion	ICD9CM:7271
<a_99><b_158><c_252>	Synovial cyst, unspecified	ICD9CM:72740
<a_99><b_123><c_1>	Ganglion of joint	ICD9CM:72741
<a_99><b_123><c_3>	Ganglion, unspecified	ICD9CM:72743
<a_99><b_182><c_110>	Synovial cyst of popliteal space	ICD9CM:72751
<a_99><b_139><c_73>	Complete rupture of rotator cuff	ICD9CM:72761
<a_11><b_216><c_249>	Contracture of tendon (sheath)	ICD9CM:72781
<a_99><b_141><c_116>	Other disorders of synovium, tendon, and bursa	ICD9CM:72789
<a_11><b_54><c_241>	Infective myositis	ICD9CM:7280
<a_11><b_83><c_4>	Postoperative heterotopic calcification	ICD9CM:72813
<a_11><b_16><c_131>	Muscular wasting and disuse atrophy, not elsewhere classified	ICD9CM:7282
<a_11><b_96><c_95>	Contracture of palmar fascia	ICD9CM:7286
<a_11><b_68><c_211>	Plantar fascial fibromatosis	ICD9CM:72871
<a_11><b_224><c_19>	Diastasis of muscle	ICD9CM:72884
<a_11><b_220><c_202>	Spasm of muscle	ICD9CM:72885
<a_11><b_87><c_38>	Necrotizing fasciitis	ICD9CM:72886
<a_11><b_145><c_3>	Muscle weakness (generalized)	ICD9CM:72887
<a_11><b_103><c_19>	Rhabdomyolysis	ICD9CM:72888
<a_11><b_204><c_63>	Other disorders of muscle, ligament, and fascia	ICD9CM:72889
<a_11><b_35><c_70>	Unspecified disorder of muscle, ligament, and fascia	ICD9CM:7289
<a_11><b_126><c_173>	Myalgia and myositis, unspecified	ICD9CM:7291
<a_184><b_116><c_125>	Neuralgia, neuritis, and radiculitis, unspecified	ICD9CM:7292
<a_11><b_111><c_3>	Panniculitis, unspecified site	ICD9CM:72930
<a_11><b_111><c_226>	Panniculitis, other site	ICD9CM:72939
<a_11><b_71><c_170>	Fasciitis, unspecified	ICD9CM:7294
<a_11><b_158><c_150>	Pain in limb	ICD9CM:7295
<a_140><b_91><c_6>	Residual foreign body in soft tissue	ICD9CM:7296
<a_11><b_182><c_103>	Nontraumatic compartment syndrome of lower extremity	ICD9CM:72972
<a_254><b_102><c_208>	Nontraumatic compartment syndrome of abdomen	ICD9CM:72973
<a_11><b_182><c_150>	Swelling of limb	ICD9CM:72981
<a_11><b_45><c_230>	Cramp of limb	ICD9CM:72982
<a_143><b_117><c_214>	Other musculoskeletal symptoms referable to limbs	ICD9CM:72989
<a_11><b_6><c_210>	Other and unspecified disorders of soft tissue	ICD9CM:7299
<a_11><b_183><c_3>	Nontraumatic hematoma of soft tissue	ICD9CM:72992
<a_239><b_43><c_63>	Acute osteomyelitis, shoulder region	ICD9CM:73001
<a_239><b_176><c_175>	Acute osteomyelitis, upper arm	ICD9CM:73002
<a_239><b_145><c_91>	Acute osteomyelitis, hand	ICD9CM:73004
<a_239><b_191><c_43>	Acute osteomyelitis, pelvic region and thigh	ICD9CM:73005
<a_239><b_245><c_7>	Acute osteomyelitis, lower leg	ICD9CM:73006
<a_239><b_130><c_19>	Acute osteomyelitis, ankle and foot	ICD9CM:73007
<a_239><b_130><c_197>	Acute osteomyelitis, other specified sites	ICD9CM:73008
<a_239><b_130><c_153>	Acute osteomyelitis, multiple sites	ICD9CM:73009
<a_239><b_217><c_152>	Chronic osteomyelitis, upper arm	ICD9CM:73012
<a_239><b_123><c_152>	Chronic osteomyelitis, forearm	ICD9CM:73013
<a_239><b_191><c_242>	Chronic osteomyelitis, pelvic region and thigh	ICD9CM:73015
<a_239><b_245><c_242>	Chronic osteomyelitis, lower leg	ICD9CM:73016
<a_239><b_255><c_84>	Chronic osteomyelitis, ankle and foot	ICD9CM:73017
<a_239><b_130><c_142>	Chronic osteomyelitis, other specified sites	ICD9CM:73018
<a_239><b_6><c_148>	Unspecified osteomyelitis, site unspecified	ICD9CM:73020
<a_239><b_97><c_173>	Unspecified osteomyelitis, upper arm	ICD9CM:73022
<a_239><b_241><c_249>	Unspecified osteomyelitis, forearm	ICD9CM:73023
<a_239><b_35><c_38>	Unspecified osteomyelitis, hand	ICD9CM:73024
<a_239><b_188><c_152>	Unspecified osteomyelitis, pelvic region and thigh	ICD9CM:73025
<a_239><b_218><c_255>	Unspecified osteomyelitis, lower leg	ICD9CM:73026
<a_239><b_44><c_142>	Unspecified osteomyelitis, ankle and foot	ICD9CM:73027
<a_239><b_6><c_106>	Unspecified osteomyelitis, other specified sites	ICD9CM:73028
<a_239><b_6><c_50>	Unspecified osteomyelitis, multiple sites	ICD9CM:73029
<a_239><b_115><c_88>	Unspecified infection of bone, ankle and foot	ICD9CM:73097
<a_227><b_92><c_89>	Osteitis deformans without mention of bone tumor	ICD9CM:7310
<a_227><b_32><c_155>	Major osseous defects	ICD9CM:7313
<a_227><b_59><c_170>	Other bone involvement in diseases classified elsewhere	ICD9CM:7318
<a_227><b_45><c_113>	Juvenile osteochondrosis of lower extremity, excluding foot	ICD9CM:7324
<a_227><b_45><c_150>	Juvenile osteochondrosis of foot	ICD9CM:7325
<a_227><b_137><c_15>	Osteoporosis, unspecified	ICD9CM:73300
<a_227><b_137><c_159>	Senile osteoporosis	ICD9CM:73301
<a_227><b_97><c_4>	Other osteoporosis	ICD9CM:73309
<a_113><b_235><c_16>	Pathologic fracture of humerus	ICD9CM:73311
<a_113><b_135><c_109>	Pathologic fracture of distal radius and ulna	ICD9CM:73312
<a_113><b_91><c_192>	Pathologic fracture of vertebrae	ICD9CM:73313
<a_113><b_12><c_17>	Pathologic fracture of neck of femur	ICD9CM:73314
<a_113><b_210><c_213>	Pathologic fracture of other specified part of femur	ICD9CM:73315
<a_113><b_210><c_184>	Pathologic fracture of tibia or fibula	ICD9CM:73316
<a_113><b_235><c_1>	Pathologic fracture of other specified site	ICD9CM:73319
<a_227><b_192><c_36>	Cyst of bone (localized), unspecified	ICD9CM:73320
<a_227><b_59><c_79>	Hyperostosis of skull	ICD9CM:7333
<a_232><b_16><c_111>	Aseptic necrosis of head of humerus	ICD9CM:73341
<a_232><b_166><c_174>	Aseptic necrosis of head and neck of femur	ICD9CM:73342
<a_232><b_195><c_150>	Aseptic necrosis of bone, other	ICD9CM:73349
<a_227><b_125><c_44>	Osteitis condensans	ICD9CM:7335
<a_143><b_111><c_243>	Tietze's disease	ICD9CM:7336
<a_113><b_146><c_195>	Nonunion of fracture	ICD9CM:73382
<a_227><b_112><c_96>	Disorder of bone and cartilage, unspecified	ICD9CM:73390
<a_219><b_23><c_255>	Stress fracture of femoral neck	ICD9CM:73396
<a_227><b_173><c_206>	Other disorders of bone and cartilage	ICD9CM:73399
<a_143><b_83><c_19>	Hallux valgus (acquired)	ICD9CM:7350
<a_143><b_222><c_152>	Other hammer toe (acquired)	ICD9CM:7354
<a_143><b_157><c_155>	Unspecified deformity of forearm, excluding fingers	ICD9CM:73600
<a_143><b_157><c_151>	Unspecified deformity of finger	ICD9CM:73620
<a_143><b_97><c_211>	Other acquired deformities of knee	ICD9CM:7366
<a_143><b_222><c_202>	Unspecified deformity of ankle and foot, acquired	ICD9CM:73670
<a_143><b_105><c_3>	Acquired equinovarus deformity	ICD9CM:73671
<a_143><b_105><c_87>	Equinus deformity of foot, acquired	ICD9CM:73672
<a_143><b_217><c_152>	Other acquired deformities of ankle and foot	ICD9CM:73679
<a_143><b_204><c_215>	Other acquired deformity of other parts of limb	ICD9CM:73689
<a_124><b_188><c_114>	Kyphosis (acquired) (postural)	ICD9CM:73710
<a_124><b_188><c_43>	Kyphosis, postlaminectomy	ICD9CM:73712
<a_124><b_188><c_41>	Other kyphosis (acquired)	ICD9CM:73719
<a_124><b_117><c_73>	Scoliosis [and kyphoscoliosis], idiopathic	ICD9CM:73730
<a_124><b_117><c_16>	Progressive infantile idiopathic scoliosis	ICD9CM:73732
<a_124><b_7><c_121>	Thoracogenic scoliosis	ICD9CM:73734
<a_124><b_117><c_167>	Other kyphoscoliosis and scoliosis	ICD9CM:73739
<a_124><b_117><c_56>	Kyphosis associated with other conditions	ICD9CM:73741
<a_124><b_117><c_43>	Scoliosis associated with other conditions	ICD9CM:73743
<a_143><b_35><c_16>	Unspecified acquired deformity of head	ICD9CM:73810
<a_143><b_35><c_77>	Other specified acquired deformity of head	ICD9CM:73819
<a_143><b_35><c_249>	Acquired deformity of chest and rib	ICD9CM:7383
<a_124><b_74><c_152>	Acquired spondylolisthesis	ICD9CM:7384
<a_124><b_70><c_242>	Other acquired deformity of back or spine	ICD9CM:7385
<a_143><b_77><c_249>	Acquired deformity of pelvis	ICD9CM:7386
<a_143><b_35><c_175>	Acquired deformity of other specified site	ICD9CM:7388
<a_104><b_176><c_175>	Spina bifida with hydrocephalus, unspecified region	ICD9CM:74100
<a_104><b_176><c_202>	Spina bifida without mention of hydrocephalus, unspecified region	ICD9CM:74190
<a_104><b_176><c_19>	Spina bifida without mention of hydrocephalus, lumbar region	ICD9CM:74193
<a_128><b_70><c_1>	Congenital hydrocephalus	ICD9CM:7423
<a_54><b_16><c_53>	Other specified congenital anomalies of brain	ICD9CM:7424
<a_54><b_86><c_38>	Unspecified congenital anomaly of brain, spinal cord, and nervous system	ICD9CM:7429
<a_208><b_225><c_21>	Other specified congenital anomalies of eyelid	ICD9CM:74363
<a_208><b_7><c_103>	Specified congenital anomalies of lacrimal passages	ICD9CM:74365
<a_166><b_198><c_226>	Branchial cleft sinus or fistula	ICD9CM:74441
<a_161><b_170><c_2>	Complete transposition of great vessels	ICD9CM:74510
<a_161><b_92><c_206>	Ventricular septal defect	ICD9CM:7454
<a_161><b_92><c_1>	Ostium secundum type atrial septal defect	ICD9CM:7455
<a_161><b_92><c_17>	Ostium primum defect	ICD9CM:74561
<a_161><b_2><c_46>	Atresia of pulmonary valve, congenital	ICD9CM:74601
<a_161><b_2><c_50>	Stenosis of pulmonary valve, congenital	ICD9CM:74602
<a_161><b_151><c_169>	Other congenital anomalies of pulmonary valve	ICD9CM:74609
<a_161><b_100><c_189>	Tricuspid atresia and stenosis, congenital	ICD9CM:7461
<a_161><b_54><c_147>	Ebstein's anomaly	ICD9CM:7462
<a_161><b_33><c_46>	Congenital stenosis of aortic valve	ICD9CM:7463
<a_161><b_33><c_133>	Congenital insufficiency of aortic valve	ICD9CM:7464
<a_161><b_136><c_59>	Subaortic stenosis	ICD9CM:74681
<a_161><b_229><c_95>	Coronary artery anomaly	ICD9CM:74685
<a_161><b_241><c_110>	Malposition of heart and cardiac apex	ICD9CM:74687
<a_161><b_121><c_7>	Other specified congenital anomalies of heart	ICD9CM:74689
<a_161><b_77><c_214>	Unspecified congenital anomaly of heart	ICD9CM:7469
<a_191><b_126><c_152>	Patent ductus arteriosus	ICD9CM:7470
<a_191><b_145><c_52>	Coarctation of aorta (preductal) (postductal)	ICD9CM:74710
<a_191><b_145><c_221>	Anomalies of aortic arch	ICD9CM:74721
<a_191><b_145><c_78>	Other anomalies of aorta	ICD9CM:74729
<a_191><b_59><c_2>	Anomalies of pulmonary artery, congenital	ICD9CM:7473
<a_191><b_141><c_95>	Pulmonary arteriovenous malformation	ICD9CM:74732
<a_191><b_92><c_93>	Partial anomalous pulmonary venous connection	ICD9CM:74742
<a_191><b_77><c_175>	Other anomalies of great veins	ICD9CM:74749
<a_201><b_145><c_163>	Gastrointestinal vessel anomaly	ICD9CM:74761
<a_191><b_180><c_16>	Renal vessel anomaly	ICD9CM:74762
<a_191><b_180><c_77>	Upper limb vessel anomaly	ICD9CM:74763
<a_117><b_225><c_233>	Anomalies of cerebrovascular system	ICD9CM:74781
<a_191><b_28><c_222>	Persistent fetal circulation	ICD9CM:74783
<a_83><b_72><c_52>	Choanal atresia	ICD9CM:7480
<a_83><b_76><c_201>	Web of larynx	ICD9CM:7482
<a_83><b_76><c_160>	Other anomalies of larynx, trachea, and bronchus	ICD9CM:7483
<a_83><b_254><c_112>	Anomaly of lung, unspecified	ICD9CM:74860
<a_83><b_72><c_237>	Congenital bronchiectasis	ICD9CM:74861
<a_1><b_183><c_128>	Cleft palate, unspecified	ICD9CM:74900
<a_51><b_119><c_208>	Other congenital anomalies of tongue	ICD9CM:75019
<a_51><b_250><c_148>	Tracheoesophageal fistula, esophageal atresia and stenosis	ICD9CM:7503
<a_51><b_11><c_208>	Other specified anomalies of esophagus	ICD9CM:7504
<a_129><b_237><c_175>	Atresia and stenosis of small intestine	ICD9CM:7511
<a_129><b_255><c_112>	Atresia and stenosis of large intestine, rectum, and anal canal	ICD9CM:7512
<a_129><b_86><c_187>	Hirschsprung's disease and other congenital functional disorders of colon	ICD9CM:7513
<a_129><b_16><c_37>	Anomalies of intestinal fixation	ICD9CM:7514
<a_129><b_43><c_41>	Other anomalies of intestine	ICD9CM:7515
<a_88><b_153><c_110>	Congenital cystic disease of liver	ICD9CM:75162
<a_88><b_39><c_109>	Other anomalies of gallbladder, bile ducts, and liver	ICD9CM:75169
<a_88><b_72><c_77>	Anomalies of pancreas	ICD9CM:7517
<a_123><b_77><c_182>	Undescended testis	ICD9CM:75251
<a_123><b_180><c_221>	Hypospadias	ICD9CM:75261
<a_8><b_211><c_93>	Renal agenesis and dysgenesis	ICD9CM:7530
<a_8><b_95><c_1>	Cystic kidney disease, unspecified	ICD9CM:75310
<a_8><b_211><c_24>	Congenital single renal cyst	ICD9CM:75311
<a_8><b_95><c_17>	Polycystic kidney, unspecified type	ICD9CM:75312
<a_8><b_236><c_24>	Polycystic kidney, autosomal dominant	ICD9CM:75313
<a_8><b_161><c_123>	Medullary sponge kidney	ICD9CM:75317
<a_8><b_95><c_88>	Other specified cystic kidney disease	ICD9CM:75319
<a_8><b_150><c_36>	Congenital obstruction of ureterovesical junction	ICD9CM:75322
<a_8><b_150><c_12>	Other obstructive defects of renal pelvis and ureter	ICD9CM:75329
<a_8><b_206><c_79>	Other specified anomalies of kidney	ICD9CM:7533
<a_169><b_121><c_161>	Other specified anomalies of bladder and urethra	ICD9CM:7538
<a_104><b_46><c_107>	Congenital musculoskeletal deformities of spine	ICD9CM:7542
<a_104><b_182><c_26>	Congenital pes planus	ICD9CM:75461
<a_104><b_154><c_49>	Pectus excavatum	ICD9CM:75481
<a_104><b_82><c_3>	Other anomalies of upper limb, including shoulder girdle	ICD9CM:75559
<a_104><b_182><c_96>	Other congenital deformity of hip (joint)	ICD9CM:75563
<a_104><b_182><c_3>	Congenital deformity of knee (joint)	ICD9CM:75564
<a_104><b_182><c_143>	Anomalies of foot, not elsewhere classified	ICD9CM:75567
<a_104><b_117><c_155>	Anomalies of skull and face bones	ICD9CM:7560
<a_104><b_35><c_221>	Anomaly of spine, unspecified	ICD9CM:75610
<a_104><b_96><c_152>	Spondylolisthesis	ICD9CM:75612
<a_104><b_71><c_19>	Klippel-Feil syndrome	ICD9CM:75616
<a_104><b_97><c_125>	Spina bifida occulta	ICD9CM:75617
<a_104><b_65><c_110>	Other anomalies of spine	ICD9CM:75619
<a_104><b_6><c_89>	Chondrodystrophy	ICD9CM:7564
<a_104><b_111><c_157>	Osteogenesis imperfecta	ICD9CM:75651
<a_8><b_198><c_16>	Prune belly syndrome	ICD9CM:75671
<a_79><b_216><c_221>	Ehlers-Danlos syndrome	ICD9CM:75683
<a_79><b_216><c_150>	Other specified anomalies of muscle, tendon, fascia, and connective tissue	ICD9CM:75689
<a_146><b_53><c_128>	Hereditary edema of legs	ICD9CM:7570
<a_146><b_173><c_149>	Congenital pigmentary anomalies of skin	ICD9CM:75733
<a_146><b_108><c_166>	Other specified anomalies of skin	ICD9CM:75739
<a_1><b_205><c_27>	Down's syndrome	ICD9CM:7580
<a_1><b_205><c_203>	Patau's syndrome	ICD9CM:7581
<a_1><b_13><c_63>	Other conditions due to autosomal anomalies	ICD9CM:7585
<a_146><b_72><c_1>	Gonadal dysgenesis	ICD9CM:7586
<a_146><b_72><c_7>	Klinefelter's syndrome	ICD9CM:7587
<a_1><b_13><c_211>	Conditions due to anomaly of unspecified chromosome	ICD9CM:7589
<a_41><b_229><c_6>	Anomalies of spleen	ICD9CM:7590
<a_51><b_55><c_245>	Situs inversus	ICD9CM:7593
<a_146><b_166><c_43>	Tuberous sclerosis	ICD9CM:7595
<a_221><b_198><c_226>	Other hamartoses, not elsewhere classified	ICD9CM:7596
<a_146><b_166><c_160>	Prader-Willi syndrome	ICD9CM:75981
<a_1><b_158><c_54>	Marfan syndrome	ICD9CM:75982
<a_1><b_9><c_95>	Other specified congenital anomalies	ICD9CM:75989
<a_1><b_9><c_164>	Congenital anomaly, unspecified	ICD9CM:7599
<a_131><b_240><c_188>	Other noxious influences affecting fetus or newborn via placenta or breast milk	ICD9CM:76079
<a_212><b_210><c_108>	"Light-for-dates" without mention of fetal malnutrition, 500-749 grams	ICD9CM:76402
<a_212><b_210><c_3>	"Light-for-dates" without mention of fetal malnutrition, 1,000- 1,249 grams	ICD9CM:76404
<a_212><b_210><c_61>	"Light-for-dates" without mention of fetal malnutrition, 1,750- 1,999 grams	ICD9CM:76407
<a_94><b_9><c_138>	Extreme immaturity, 500-749 grams	ICD9CM:76502
<a_94><b_9><c_203>	Extreme immaturity, 750-999 grams	ICD9CM:76503
<a_94><b_110><c_166>	Other preterm infants, 500-749 grams	ICD9CM:76512
<a_94><b_200><c_131>	Other preterm infants, 750-999 grams	ICD9CM:76513
<a_94><b_81><c_113>	Other preterm infants, 1,000-1,249 grams	ICD9CM:76514
<a_94><b_81><c_80>	Other preterm infants, 1,250-1,499 grams	ICD9CM:76515
<a_94><b_81><c_17>	Other preterm infants, 1,500-1,749 grams	ICD9CM:76516
<a_94><b_81><c_230>	Other preterm infants, 1,750-1,999 grams	ICD9CM:76517
<a_94><b_219><c_16>	Other preterm infants, 2,000-2,499 grams	ICD9CM:76518
<a_94><b_219><c_1>	Other preterm infants, 2,500 grams and over	ICD9CM:76519
<a_94><b_67><c_184>	24 completed weeks of gestation	ICD9CM:76522
<a_94><b_67><c_230>	25-26 completed weeks of gestation	ICD9CM:76523
<a_94><b_67><c_89>	27-28 completed weeks of gestation	ICD9CM:76524
<a_94><b_67><c_195>	29-30 completed weeks of gestation	ICD9CM:76525
<a_94><b_67><c_191>	31-32 completed weeks of gestation	ICD9CM:76526
<a_94><b_67><c_189>	33-34 completed weeks of gestation	ICD9CM:76527
<a_94><b_67><c_77>	35-36 completed weeks of gestation	ICD9CM:76528
<a_212><b_210><c_195>	Other "heavy-for-dates" infants	ICD9CM:7661
<a_105><b_8><c_3>	Respiratory distress syndrome in newborn	ICD9CM:769
<a_105><b_183><c_46>	Interstitial emphysema and related conditions	ICD9CM:7702
<a_105><b_245><c_61>	Pulmonary hemorrhage	ICD9CM:7703
<a_105><b_183><c_161>	Primary atelectasis	ICD9CM:7704
<a_105><b_158><c_46>	Other and unspecified atelectasis	ICD9CM:7705
<a_105><b_8><c_43>	Transitory tachypnea of newborn	ICD9CM:7706
<a_105><b_244><c_71>	Chronic respiratory disease arising in the perinatal period	ICD9CM:7707
<a_105><b_8><c_210>	Primary apnea of newborn	ICD9CM:77081
<a_105><b_8><c_16>	Other apnea of newborn	ICD9CM:77082
<a_105><b_158><c_70>	Other respiratory problems after birth	ICD9CM:77089
<a_208><b_0><c_3>	Neonatal conjunctivitis and dacryocystitis	ICD9CM:7716
<a_64><b_255><c_197>	Neonatal Candida infection	ICD9CM:7717
<a_108><b_228><c_248>	Septicemia [sepsis] of newborn	ICD9CM:77181
<a_119><b_140><c_139>	Urinary tract infection of newborn	ICD9CM:77182
<a_108><b_228><c_243>	Bacteremia of newborn	ICD9CM:77183
<a_212><b_233><c_251>	Fetal blood loss	ICD9CM:7720
<a_212><b_109><c_77>	Intraventricular hemorrhage unspecified grade	ICD9CM:77210
<a_212><b_109><c_9>	Intraventricular hemorrhage, grade I	ICD9CM:77211
<a_212><b_109><c_187>	Intraventricular hemorrhage, grade II	ICD9CM:77212
<a_212><b_109><c_1>	Intraventricular hemorrhage, grade III	ICD9CM:77213
<a_212><b_109><c_185>	Intraventricular hemorrhage, grade IV	ICD9CM:77214
<a_201><b_231><c_163>	Gastrointestinal hemorrhage of fetus or newborn	ICD9CM:7724
